id,losses
75,"[366.7237854003906, 1557.9412841796875, 357.6170959472656, 42.55982971191406, 136.7728729248047, 264.3318786621094, 182.1064910888672, 87.85149383544922, 57.2327995300293, 19.446439743041992, 27.7304744720459, 70.64952087402344, 105.17896270751953, 114.98709106445312, 75.21766662597656, 49.08555603027344, 105.7694320678711, 26.32929229736328]"
41,"[58.487911224365234, 23.213117599487305, 19.720590591430664, 29.67128562927246, 18.518699645996094, 16.298978805541992, 17.77021026611328, 16.564268112182617, 3.5183181762695312, 3.0356285572052, 4.971837997436523, 12.168296813964844, 19.786712646484375, 3.5798518657684326, 7.11519193649292, 3.063070297241211, 0.18691544234752655, 1.8499163389205933]"
192,"[7570.35986328125, 922.0359497070312, 31.517539978027344, 718.9118041992188, 1381.3544921875, 1051.2205810546875, 679.8156127929688, 224.67779541015625, 680.2799682617188, 464.8170471191406, 327.4057922363281, 155.4943084716797, 57.73139572143555, 19.757675170898438, 4.817427635192871, 2.7516849040985107, 1.337542176246643, 78.38915252685547]"
152,"[4408.84765625, 484.6417541503906, 2056.746826171875, 1610.1339111328125, 294.7917175292969, 79.05460357666016, 22.797910690307617, 196.5943145751953, 767.6279296875, 635.8880004882812, 1276.8504638671875, 1085.9239501953125, 439.1505432128906, 837.4406127929688, 611.7957763671875, 1.4270539283752441, 172.5685272216797, 611.9398803710938]"
193,"[4068.064453125, 1312.2305908203125, 3752.317626953125, 995.0713500976562, 628.4299926757812, 660.7089233398438, 160.28892517089844, 103.762451171875, 214.71266174316406, 276.1143493652344, 532.276123046875, 337.5985412597656, 157.01214599609375, 254.76519775390625, 135.13185119628906, 45.9362678527832, 66.7347183227539, 40.866878509521484]"
191,"[8320.9931640625, 3823.190673828125, 559.3633422851562, 1230.1409912109375, 577.4862060546875, 396.5158386230469, 802.554931640625, 2998.671142578125, 1636.3974609375, 612.7948608398438, 278.5401916503906, 144.6981964111328, 30.8459529876709, 10.999178886413574, 933.6237182617188, 665.3792724609375, 564.8414916992188, 858.22900390625]"
103,"[1076.9173583984375, 182.37445068359375, 9.590153694152832, 383.6642761230469, 308.4162292480469, 219.05921936035156, 74.2059326171875, 114.4684066772461, 70.84896087646484, 51.98170852661133, 20.5911865234375, 9.587486267089844, 17.291248321533203, 19.30326271057129, 26.15880012512207, 25.45551109313965, 25.843000411987305, 20.959325790405273]"
36,"[436.8797912597656, 533.844482421875, 402.888671875, 66.9207992553711, 34.89505386352539, 158.61895751953125, 483.958251953125, 91.6417007446289, 129.2451629638672, 47.50862121582031, 1.2970424890518188, 395.3100891113281, 318.302978515625, 76.7999496459961, 112.07759857177734, 87.90447998046875, 52.59711837768555, 56.0772590637207]"
48,"[1317.2808837890625, 267.8818054199219, 744.3142700195312, 417.2748107910156, 174.2390594482422, 37.88937759399414, 17.549089431762695, 52.58372116088867, 145.51744079589844, 77.7184829711914, 0.07496533542871475, 57.49397659301758, 197.82518005371094, 81.1543960571289, 8.302838325500488, 6.026880741119385, 20.038686752319336, 16.660322189331055]"
88,"[301.95025634765625, 38.487857818603516, 133.48336791992188, 104.28272247314453, 19.420480728149414, 6.458588123321533, 23.85955810546875, 16.024150848388672, 12.494094848632812, 4.29259729385376, 6.408510684967041, 17.31300926208496, 16.95274543762207, 11.573769569396973, 6.8676605224609375, 1.6460334062576294, 14.500906944274902, 10.438271522521973]"
5,"[53.35896682739258, 3.5885627269744873, 24.76922035217285, 22.920654296875, 13.370970726013184, 8.207314491271973, 7.943051815032959, 2.928439140319824, 1.7077564001083374, 4.46554708480835, 7.110149383544922, 6.6527099609375, 7.134335994720459, 1.9933676719665527, 1.1861494779586792, 1.723647117614746, 1.1557549238204956, 3.0300190448760986]"
13,"[1020.385986328125, 1194.20361328125, 2311.662353515625, 288.453125, 145.07139587402344, 394.8194580078125, 1068.9052734375, 584.2761840820312, 138.6973876953125, 545.6972045898438, 249.4032745361328, 43.592037200927734, 39.14274978637695, 39.594417572021484, 377.6298828125, 281.2491149902344, 235.1971893310547, 25.31822967529297]"
14,"[304.5325012207031, 4651.666015625, 497.2787170410156, 603.0477905273438, 1785.642578125, 1261.94873046875, 465.4048156738281, 0.1931060403585434, 253.62213134765625, 498.0699768066406, 426.3526611328125, 222.604248046875, 51.33915328979492, 45.51298141479492, 669.7393798828125, 320.3337707519531, 206.29774475097656, 190.38926696777344]"
68,"[916.739013671875, 54.850772857666016, 395.2742614746094, 192.5483856201172, 250.0193328857422, 135.2492218017578, 98.91326141357422, 56.42478942871094, 42.98573684692383, 62.56219482421875, 117.2803726196289, 94.2345199584961, 60.38212585449219, 82.76144409179688, 30.77419090270996, 17.776185989379883, 4.709020614624023, 6.434452056884766]"
212,"[5805.75537109375, 716.824951171875, 2020.234375, 1750.7972412109375, 1289.4932861328125, 821.383056640625, 219.42628479003906, 48.97824478149414, 193.0341796875, 523.599853515625, 297.3286437988281, 259.5895690917969, 14.79278564453125, 271.1189270019531, 134.01026916503906, 46.69523239135742, 31.39722442626953, 45.57109451293945]"
87,"[1965.521484375, 119.62247467041016, 251.22438049316406, 32.255123138427734, 764.8882446289062, 642.8749389648438, 431.4693298339844, 18.59639549255371, 92.4307632446289, 32.60377883911133, 29.293664932250977, 21.673887252807617, 23.010940551757812, 93.83238983154297, 72.49605560302734, 83.70352172851562, 73.86360931396484, 63.839908599853516]"
175,"[82.7608871459961, 17.84526824951172, 16.868408203125, 11.559720039367676, 5.0755085945129395, 5.5994133949279785, 6.908430576324463, 3.200916051864624, 11.248832702636719, 8.5117769241333, 1.7734018564224243, 1.9882513284683228, 3.588446617126465, 4.399946689605713, 2.2746851444244385, 1.814306616783142, 0.595710277557373, 0.040674272924661636]"
104,"[170.01380920410156, 61.68071365356445, 52.234832763671875, 84.17080688476562, 31.340402603149414, 21.353515625, 0.9750798344612122, 9.980398178100586, 15.81924819946289, 12.034019470214844, 16.509889602661133, 1.4562835693359375, 1.3563052415847778, 1.3726152181625366, 4.384161472320557, 2.1240432262420654, 4.289889812469482, 1.7528233528137207]"
119,"[174.31910705566406, 2037.6722412109375, 216.8004608154297, 55.63383865356445, 365.7268371582031, 487.1832275390625, 473.5540466308594, 71.71735382080078, 5.599515914916992, 67.3427505493164, 166.69424438476562, 201.8828582763672, 224.51451110839844, 142.1000518798828, 482.532958984375, 1.0934823751449585, 24.975801467895508, 54.660160064697266]"
182,"[1190.607666015625, 5030.44140625, 1622.9676513671875, 971.2804565429688, 670.5454711914062, 946.31591796875, 1135.8802490234375, 1054.9324951171875, 790.73388671875, 838.4141235351562, 148.19287109375, 14.523755073547363, 51.81599044799805, 71.02005767822266, 92.27913665771484, 491.4959411621094, 568.4170532226562, 571.552978515625]"
15,"[1189.9422607421875, 571.696044921875, 353.6394958496094, 375.40283203125, 508.0198059082031, 178.3516387939453, 24.868749618530273, 0.06127641722559929, 269.599365234375, 58.701995849609375, 78.81271362304688, 145.47439575195312, 202.6135711669922, 101.25763702392578, 88.31163787841797, 36.00594711303711, 16.660791397094727, 2.525928497314453]"
198,"[409.7250061035156, 35759.5, 1345.8192138671875, 1471.2109375, 5278.15625, 5869.892578125, 4452.74609375, 2661.3359375, 1363.8477783203125, 742.8125, 14.8212251663208, 91.88299560546875, 433.2748107910156, 563.2664794921875, 1803.67333984375, 411.7460632324219, 1648.6812744140625, 977.966552734375]"
213,"[176.28192138671875, 360.5144958496094, 40.40678405761719, 165.03407287597656, 15.347602844238281, 12.825589179992676, 1.8369359970092773, 28.991857528686523, 16.46462631225586, 14.648109436035156, 2.2471201419830322, 10.276848793029785, 16.84149932861328, 10.939253807067871, 1.4630584716796875, 2.5260708332061768, 10.866345405578613, 10.325492858886719]"
159,"[1005.2631225585938, 34.903724670410156, 142.36175537109375, 76.82401275634766, 98.03491973876953, 152.39739990234375, 44.37846374511719, 71.48363494873047, 38.95687484741211, 12.74996280670166, 4.106012344360352, 2.196767568588257, 8.664338111877441, 13.317631721496582, 24.080656051635742, 8.411555290222168, 19.6395206451416, 36.28615951538086]"
209,"[44.03689193725586, 37.05031967163086, 19.737016677856445, 1.2324600219726562, 11.710192680358887, 15.3331880569458, 2.4970390796661377, 7.463396072387695, 7.196893692016602, 6.496741771697998, 1.1318094730377197, 3.8676702976226807, 10.045607566833496, 33.20355224609375, 3.158806085586548, 0.06120859459042549, 0.4741072654724121, 1.7955721616744995]"
148,"[1278.021484375, 53.61186218261719, 278.8009948730469, 447.5630798339844, 312.8863220214844, 118.53971099853516, 51.77153015136719, 8.948527336120605, 53.60406494140625, 308.6380615234375, 286.2265930175781, 165.28578186035156, 47.33576583862305, 186.79640197753906, 74.1399154663086, 87.06342315673828, 79.16631317138672, 45.548213958740234]"
210,"[68.66605377197266, 10.898983001708984, 23.616966247558594, 10.492459297180176, 13.110407829284668, 14.139647483825684, 10.152981758117676, 1.3207027912139893, 3.8900578022003174, 10.806344032287598, 1.662998080253601, 5.685478210449219, 5.076736927032471, 1.5705488920211792, 1.4488439559936523, 1.2496265172958374, 1.0279384851455688, 0.14277221262454987]"
142,"[2443.470458984375, 1203.00927734375, 1638.5443115234375, 1183.8719482421875, 280.5801696777344, 658.006591796875, 891.41455078125, 411.219970703125, 827.4236450195312, 914.1775512695312, 837.0553588867188, 682.587890625, 450.0295715332031, 286.8488464355469, 269.3170471191406, 86.4371566772461, 244.61639404296875, 218.40809631347656]"
123,"[3006.005859375, 167.10162353515625, 226.18408203125, 357.742431640625, 1038.2806396484375, 847.6471557617188, 500.7080078125, 106.17583465576172, 58.4881477355957, 415.7088317871094, 210.24717712402344, 36.50297546386719, 55.858154296875, 161.43414306640625, 178.0283203125, 161.0464324951172, 143.82794189453125, 108.48370361328125]"
179,"[2998.191650390625, 37.063533782958984, 867.5188598632812, 1416.3104248046875, 753.8546752929688, 417.706298828125, 447.0541076660156, 221.4923858642578, 79.34027862548828, 177.64990234375, 85.76102447509766, 82.99402618408203, 111.87137603759766, 118.2855453491211, 65.68111419677734, 52.199920654296875, 80.64615631103516, 69.3813705444336]"
62,"[2364.816162109375, 635.216064453125, 149.85118103027344, 174.6765594482422, 263.2295837402344, 262.2185363769531, 411.050048828125, 141.474853515625, 116.70890045166016, 104.493896484375, 132.05499267578125, 27.033294677734375, 22.408035278320312, 25.625051498413086, 17.045413970947266, 32.74229431152344, 8.760890007019043, 14.236556053161621]"
72,"[441.7004699707031, 122.595458984375, 120.25302124023438, 96.21443939208984, 47.83982467651367, 9.530197143554688, 34.343257904052734, 30.679222106933594, 27.6870059967041, 52.34171676635742, 0.4024679958820343, 0.21356987953186035, 5.364963054656982, 2.302025079727173, 1.175510287284851, 2.2895710468292236, 2.351457118988037, 0.24603427946567535]"
127,"[7918.87548828125, 2452.078369140625, 3174.4765625, 13200.2822265625, 328.0591125488281, 132.93130493164062, 838.6012573242188, 1212.1820068359375, 5458.16259765625, 1999.6390380859375, 549.9580688476562, 266.3961486816406, 436.9725341796875, 132.6209259033203, 289.0780944824219, 181.0125732421875, 48.09425735473633, 1181.5203857421875]"
202,"[3063.944580078125, 10.173418998718262, 1264.8631591796875, 859.1028442382812, 523.5693969726562, 90.5284423828125, 67.35192108154297, 2.8552491664886475, 13.4893217086792, 68.04454803466797, 113.9468002319336, 859.3488159179688, 142.7639923095703, 83.00247192382812, 56.6081428527832, 24.449365615844727, 7.839221954345703, 1.2555197477340698]"
100,"[1036.7994384765625, 213.7178192138672, 181.2064208984375, 196.71543884277344, 246.1389617919922, 104.42240142822266, 74.01827239990234, 173.79917907714844, 105.02030181884766, 80.21723175048828, 0.1379343420267105, 18.793479919433594, 5.925867080688477, 22.757143020629883, 39.97697448730469, 32.42450714111328, 12.558917999267578, 15.458518981933594]"
3,"[1429.5755615234375, 72.07794189453125, 369.2626037597656, 446.6297302246094, 205.2386474609375, 122.6011962890625, 11.461150169372559, 34.418304443359375, 37.814857482910156, 36.914730072021484, 115.21492767333984, 113.5531997680664, 79.53577423095703, 47.74176025390625, 14.987570762634277, 1.3664604425430298, 8.981797218322754, 10.428046226501465]"
52,"[5249.2587890625, 44.147335052490234, 2879.162109375, 2549.754638671875, 683.1519165039062, 808.6524047851562, 1788.7886962890625, 1371.1923828125, 299.1515197753906, 255.9390411376953, 414.9639892578125, 330.7017822265625, 215.77305603027344, 447.25, 934.4094848632812, 444.2259216308594, 383.8191833496094, 303.4298400878906]"
57,"[976.6650390625, 419.9898376464844, 150.54762268066406, 126.05648803710938, 171.73638916015625, 143.3526153564453, 192.50537109375, 3.4158413410186768, 92.90240478515625, 20.577342987060547, 81.05086517333984, 54.76118850708008, 23.65704345703125, 14.952327728271484, 5.399142742156982, 7.330723285675049, 5.548339366912842, 27.006460189819336]"
98,"[445.7466735839844, 17.141878128051758, 229.62413024902344, 215.5387725830078, 31.93616485595703, 240.47003173828125, 253.3625946044922, 138.4009246826172, 96.0752944946289, 51.04148483276367, 59.334651947021484, 31.65888023376465, 7.537452697753906, 12.99382495880127, 18.552980422973633, 13.4151611328125, 24.782470703125, 37.80528259277344]"
120,"[1006.72705078125, 142.45860290527344, 276.3289794921875, 329.5987548828125, 332.3711242675781, 117.48797607421875, 20.564252853393555, 35.081478118896484, 0.5543574690818787, 87.23052978515625, 44.518829345703125, 31.174325942993164, 34.1656379699707, 74.62454986572266, 25.866317749023438, 8.830370903015137, 20.993667602539062, 10.123092651367188]"
122,"[5042.17626953125, 5696.88623046875, 2408.961181640625, 450.5788879394531, 1114.37353515625, 1727.0926513671875, 2151.176025390625, 1606.55859375, 1028.0797119140625, 139.6847686767578, 506.4347839355469, 566.1045532226562, 1071.873046875, 1021.2077026367188, 487.8242492675781, 212.47833251953125, 429.6875, 513.5706176757812]"
135,"[71.80322265625, 10.974223136901855, 10.314026832580566, 16.783369064331055, 34.543521881103516, 12.547698974609375, 9.30951976776123, 3.244188070297241, 0.3239551782608032, 0.04724796488881111, 0.5530723929405212, 1.2236577272415161, 0.7583209872245789, 1.9543427228927612, 6.755792617797852, 2.1283419132232666, 3.7917861938476562, 1.8530454635620117]"
215,"[126.83393096923828, 79.18097686767578, 92.04354095458984]"
116,[61.20797348022461]
162,[]
