t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.934684317718941,4.893522958711349,4.946783604887983,4.839141615356755,5.001930555555556,4.95039678030303,1.0229906817757126,1.0336400446893719,1.010410029244034,26.881200000000003,26.937490909090908,2.146443,2.1382856818181817,0.0,3.5720977596741346,3.297361111111111,3.8347941567065074,-6.635641547861502,-0.043063657407407384,0.01027050528046545,-0.0004684317718783859
