t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.934684317718941,4.97765166944393,4.954773082145281,5.134030654030654,4.867298850574713,4.803073406478579,0.9355365657405562,0.9480463165434094,1.0133717390222485,26.881200000000003,26.92570909090909,2.146443,2.1627091363636364,0.0,3.3419212491513917,3.2509339080459774,3.4234234234234235,13.470570264765788,-0.05179238505747124,0.10719525648097077,-0.0006456211812633228
