t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.934684317718941,4.953462167499847,4.983973693143245,5.088891547049442,4.835207407407408,4.793354545454545,0.9419250736899178,0.9501494309130796,1.0087314346468594,26.881200000000003,26.879890909090907,2.146443,2.153819454545455,0.0,3.6956211812627293,3.2437037037037038,4.077882205513784,13.989002036659885,-0.034367019400352715,0.0905503341687552,-0.0005482318089207183
