t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.934684317718941,4.909320959081652,4.965106585200271,4.8745149704213455,5.001930555555556,4.945722222222224,1.0146080691582577,1.02613913095095,1.0113650404951529,26.881200000000003,26.922272727272727,2.146443,2.141482,0.0,3.6885947046843177,3.3989583333333333,3.9655378486055777,0.5045145960624635,-0.046992559523809506,0.04728293176500349,-0.0004393630808863236
