episode,shifted_humans,shifted_avs,machine_ratio,tt_ratio
1010,338,None,0.20162932790224034,1.0752491051973363
1020,149 426,None,0.20570264765784113,1.0633305421129655
1030,137 262 286,None,0.21181262729124237,1.075791468931086
1040,18 173 344,None,0.21792260692464357,1.0861275445585803
1050,16 131 485,None,0.2240325865580448,1.0522745902291388
1060,395,None,0.22606924643584522,1.0540271726648776
1070,None,None,0.22606924643584522,1.0436570560248783
1080,227 271,None,0.23014256619144602,1.0440912736109391
1090,119,None,0.23217922606924643,1.0423989990953102
1100,157 238,None,0.23625254582484725,1.0408014895962971
1110,None,None,0.23625254582484725,1.0380801738957768
1120,95 328,None,0.24032586558044808,1.0371449669841166
1130,6 462,None,0.24439918533604887,1.0444561589727714
1140,3 210 340,None,0.2505091649694501,1.0536982754882376
1150,412 466,None,0.2545824847250509,1.0652576381813923
1160,394 436,None,0.25865580448065173,1.0684668407555495
1170,337,None,0.2606924643584521,1.054447190377653
1180,265,312,0.2606924643584521,1.0562750176279854
1190,306 320 374 421,None,0.26883910386965376,1.0736530585530502
1200,62 140,None,0.2729124236252546,1.0784739129123
1210,315,None,0.27494908350305497,1.052127823327008
1220,None,None,0.27494908350305497,1.062906499740851
1230,254 413 461,None,0.28105906313645623,1.0499284187149194
1240,45 88 186,None,0.28716904276985744,1.0473816558656637
1250,155 446,None,0.29124236252545826,1.0274968863827365
1260,None,None,0.29124236252545826,1.0461206061782438
1270,None,None,0.29124236252545826,1.0473529976086091
1280,25 56,None,0.2953156822810591,1.040981539847684
1290,43 143 207,None,0.3014256619144603,1.0372780809705815
1300,211 445,None,0.3054989816700611,1.0242514980464863
1310,91,None,0.3075356415478615,1.021881685055234
1320,190,None,0.3095723014256619,1.0478326655448973
1330,246 410,None,0.3136456211812627,1.043095025833541
1340,242,None,0.31568228105906315,1.0558840328709143
1350,11 376,None,0.319755600814664,1.0417800333426084
1360,112 423,None,0.32382892057026474,1.0410034258887986
1370,235,None,0.3258655804480652,1.0424676580112342
1380,111 128 294 361,None,0.3340122199592668,1.0512914242843037
1390,428 467,None,0.3380855397148676,1.0395590002539923
1400,103 152 396 442,None,0.34623217922606925,1.057983636051708
1410,312,None,0.34826883910386963,1.051048560855028
1420,226,None,0.35030549898167007,1.0535475205710647
1430,None,None,0.35030549898167007,1.0314187099950365
1440,260,None,0.35234215885947046,1.0420658861398986
1450,122 300,None,0.3564154786150713,1.0452965313869786
1460,362,None,0.35845213849287166,1.0479048613486472
1470,24 228 324 370,None,0.3665987780040733,1.0507684062450648
1480,243,None,0.36863543788187375,1.0471875834924493
1490,10,None,0.37067209775967414,1.0380531534320054
1500,480,None,0.3727087576374745,1.0629195711105637
1510,89 354,None,0.37678207739307534,1.0704433698811437
1520,None,None,0.37678207739307534,1.0639163359614197
1530,201 456,None,0.38085539714867617,1.0472361253004843
1540,489,None,0.38289205702647655,1.0544946186179025
1550,106,None,0.384928716904277,1.0612662081888153
1560,None,None,0.384928716904277,1.0663004980726885
1570,134 350,None,0.3890020366598778,1.0579325524222571
1580,448,None,0.3910386965376782,1.0518535637378807
1590,146,None,0.39307535641547864,1.0581229565025256
1600,170,None,0.395112016293279,1.061639536137502
1610,105 198 452,None,0.40122199592668023,1.0435378025406392
1620,383,None,0.40325865580448067,1.0400833117551276
1630,None,None,0.40325865580448067,1.050554978781438
1640,None,None,0.40325865580448067,1.0374794941502872
1650,None,None,0.40325865580448067,1.0417020385121079
1660,2 30 176,None,0.4093686354378819,1.0431641026379477
1670,120,None,0.41140529531568226,1.0360679980819918
1680,385,None,0.4134419551934827,1.043721301250875
1690,402,None,0.4154786150712831,1.05454166765791
1700,None,None,0.4154786150712831,1.0510017400573342
1710,13 193 220 367,None,0.42362525458248473,1.038587894700106
1720,245 281,None,0.42769857433808556,1.0487063532820406
1730,61 305,None,0.4317718940936864,1.0395028194475557
1740,None,None,0.4317718940936864,1.0362236632837767
1750,432,None,0.43380855397148677,1.0499352731972345
1760,431,None,0.43584521384928715,1.039774460781692
1770,237 474,None,0.439918533604888,1.0485388002316454
1780,357 487,None,0.4439918533604888,1.0378311701754412
1790,53,None,0.4460285132382892,1.0463279263600487
1800,194 473,None,0.45010183299389,1.0315417509435576
1810,None,None,0.45010183299389,1.0394968017563666
1820,109 114 192 275,None,0.45824847250509165,1.0366633201594144
1830,208 299 399,None,0.46435845213849286,1.047300006880547
1840,342,None,0.4663951120162933,1.0515568790750394
1850,None,None,0.4663951120162933,1.0427904296841286
1860,177,None,0.4684317718940937,1.0499622782823774
1870,258,None,0.47046843177189407,1.046534616017742
1880,70 417,None,0.4745417515274949,1.0656693643869157
1890,74 229 268 375,None,0.48268839103869654,1.053941858188077
1900,None,None,0.48268839103869654,1.0419535912272837
1910,477,None,0.4847250509164969,1.046421679661075
1920,123 240,None,0.48879837067209775,1.0434557451643702
1930,None,None,0.48879837067209775,1.0598060779649254
1940,None,None,0.48879837067209775,1.0492866987489355
1950,187 336 438,None,0.49490835030549896,1.0592542257816528
1960,68 476,None,0.4989816700610998,1.0599763561606956
1970,247 455,None,0.5030549898167006,1.069798244536212
1980,215 393,None,0.5071283095723014,1.0758748129545233
1990,None,None,0.5071283095723014,1.069754094092908
