t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.934684317718941,4.9067328581126946,4.961781398506449,4.869070083303151,5.001930555555556,4.946121843434343,1.0158247383613177,1.027286621465566,1.0112833274002935,26.881200000000003,26.936345454545457,2.146443,2.1414398636363634,0.0,3.5991174473862864,3.403611111111111,3.7860557768924306,-0.7299049558723634,-0.04851752645502643,0.04299168405742112,-0.0005623958526257411
