id,losses
384,"[-6.899237803281721e-07, 1.0170041875312563e-07, 1.985579529684145e-07, 1.077726466292006e-06, 4.597939380346361e-07, 4.209578818858972e-08, 1.8645079080670257e-07, 5.431473084627214e-07, 8.493659886532612e-08, -1.5906989436764718e-07, -5.409121541788409e-07, -1.963228051238275e-07, 8.299946472334341e-07, -8.296221238879298e-07, -1.5646222095710982e-08, -8.63615284174557e-07, 1.2591479237045178e-07, 3.475695793397904e-07, 1.6495585910547561e-06, -9.683892372436276e-07, 2.972781460996998e-07, 4.323199327416205e-07, 7.312744649823344e-07, -1.0877847955725883e-07, -2.0004809186957573e-07, 1.0356306101577673e-07, 3.745779446617803e-07, -3.341585310678852e-07, 4.768370720498183e-08, 1.2677163370167222e-06, 4.023316080292716e-08, 1.6933307307454015e-06, -2.24262471038017e-07, -2.3171306517966173e-07, -9.5739966399222e-08, -3.2380222734218478e-06, 5.804001972364858e-07, 7.562340176292537e-08, 1.1101363384113938e-07, -2.0191077965137083e-07, 3.1683593348930117e-07, 7.517635625120533e-07, -7.811933813162142e-07, -1.1995439308520872e-07, 5.282461579270148e-07, -3.8817524128376135e-07, 5.247536947194931e-07, 2.533197918097585e-08, -5.662440116793732e-08, -2.1867453270374426e-07, -4.878267532149039e-07, 1.4640391365894345e-07, 2.223253275701609e-06, 8.400530493446468e-08, 8.150934966977275e-07, -2.987682776733891e-07, 5.91576096553581e-07, 3.624707289873186e-07, 1.2777743663150432e-07, -2.2239982566674144e-07, -3.602355775900179e-07, 4.211440725043758e-07, -9.760261221458677e-08, 3.419816296812428e-07, 3.252178339963052e-07, 1.9541010516377355e-06, -3.62098219852669e-07, -1.3884156429000427e-06, -6.489455728342364e-07, 2.488493926477986e-07, 2.2370368801816198e-07, 7.666647263704363e-07, 7.946044604523195e-07, 1.22189526718941e-07, -5.848707473887771e-08, 3.7737189018116624e-07, 5.617737457441763e-07, -3.9748844926634774e-07, 1.385062915915114e-06, 1.1317431756197038e-06, -4.217028966024827e-07, 1.5571710321182763e-07, 2.9541553203671356e-07, 1.0265037104773e-06, -2.4847686219686693e-07, 1.6346573517012075e-06, 3.0472874357201363e-07, 2.1345914191783777e-07, -3.3602117643916074e-07, 1.6409903480507637e-07, -6.359070141570555e-07, 4.537403464066614e-07, 2.2649765174520553e-07, -7.152559722278795e-08, -5.755575571697591e-08, 1.6383826526578105e-06, 3.773718972865936e-07, -9.20146900895702e-08, 4.00654962540159e-07, -1.6652046763709905e-07, 1.4156093186556973e-08, 6.367452414224317e-07, 1.5571713585238456e-07, -3.0435621245494815e-07, -7.923692528777337e-07, -6.128102825186943e-08, -3.071501941676047e-07, -3.378838391299155e-07, 8.307398502438446e-08, 3.278256044403349e-08, 5.040317645477188e-07, 1.6169622085726587e-06, -7.774680952365998e-07, 4.6025959221651647e-07, -6.256625226797041e-07, -5.306676058580706e-07, 2.9448418104038865e-07, 3.4384430591671844e-07, -5.09247215063624e-07, 3.475695755650321e-07, 2.285651888200846e-06, 1.8365681486720575e-07, 6.444751932122017e-08, -5.185604550206335e-07]"
263,"[0.08069912367500365, -0.008240059483796358, -0.11723590921610594, 0.09756910800933838, -0.05482391081750393, 0.0016002722550183535, -0.021493948996067047, -0.09791620634496212, -0.009659693576395512, -0.1829517651349306, -0.11362365819513798, -0.07765278872102499, -0.011065258644521236, -0.03650900162756443, -0.13607720471918583, -0.09917729999870062, -0.01806246698834002, 0.15427873097360134, -0.1146268155425787, 0.0019314466044306755, -0.14632742665708065, -0.13497464172542095, -0.10343248210847378, -0.0032476209453307092, -0.016350978752598166, 0.0011293180286884308, -0.07850462570786476, 0.3630018923431635, -0.15485589019954205, -0.1365784127265215, 0.016461264342069626, -0.011271613650023937, -0.1385109443217516, -0.11742083169519901, 0.021984897553920746, -0.038703115191310644, -0.024264580570161343, -0.13495751097798347, 0.04084266349673271, -0.07699609268456697, -0.002638533420395106, 0.005893154302611947, 0.019028211012482643, -0.06187187600880861, -0.13665168918669224, -0.11200055480003357, -0.13786348700523376, -0.12485358119010925, -0.10328709334135056, -0.03186912811361253, -0.017207597731612623, 0.17509794421494007, -0.11186507809907198, -0.07999896071851254, -0.06324647320434451, -0.030498553533107042, -0.14994618855416775, -0.018792898394167423, -0.1092447079718113, -0.18652773648500443, -0.09351338353008032, -0.06454415526241064, -0.026796964462846518, -0.0961264818906784, -0.1270568249747157, -0.021705265011405572, -0.00041202975990017876, -0.0003895895933965221, -0.0007437190288328566, -0.007601035147672519, 0.43046911992132664, -0.10744006186723709, -0.07192617282271385, -0.11924586724489927, -0.001137338884291239, -0.0002367110464547295, -0.00015205072850221768, -0.00015942985555739142, -0.0002096311654895544, -0.0003724669586517848, -0.001359106317977421, 1.633015179540962, 0.09312682319432497, -0.13645760342478752, -0.13095520250499249, -0.07285975897684693, -0.005365254823118448, 0.05323741678148508, -0.07164880447089672, -0.1481311209499836, -0.06099179037846625, -0.01619669096544385, 0.17356299608945847, -0.08314388152211905, -0.015602906001731753, 0.09250297117978334, -0.14215526450425386, -0.018770581926219165, -0.016266126884147525, 0.022947289049625397, -0.13300767540931702, -0.00750796590000391, -0.1729216892272234, -0.11740602180361748, -0.07380632776767015, -0.021145379869267344, 0.12170272786170244, -0.16445746831595898, -0.17629555612802505, -0.06443578377366066, -0.02276243781670928, 0.055184138007462025, -0.13143680058419704, -0.012611395912244916, 0.19501750264316797, -0.05512568773701787, -0.02384071657434106, -0.08601686451584101, -0.13651775568723679, -0.02737633977085352, -0.08801955729722977, -0.14192521944642067, -0.09320123121142387, -0.0038136786315590143]"
239,"[-0.02478109853109345, -0.04241046775132418, -0.08182559441775084, 0.05417454615235329, -0.12243852578103542, -0.08120291586965322, -0.04091253597289324, -0.03584539284929633, -0.01584181794896722, -0.13619477674365044, -0.13223552331328392, -0.10260078869760036, -0.07854337338358164, 0.2336385203525424, -0.07059096731245518, 0.030991487205028534, -0.12648004665970802, -0.025884518399834633, -0.108158303424716, -0.03779936395585537, -0.04485549125820398, -0.05520171672105789, -0.09314771369099617, -0.11736269574612379, -0.04923592321574688, -0.033118752762675285, -0.03961818479001522, -0.103115763515234, 0.037321832962334156, -0.0729642491787672, -0.08519209735095501, -0.021273461170494556, -0.04302718862891197, 0.10576696135103703, -0.08565270062536001, -0.022739126347005367, -0.05918775871396065, -0.05676371790468693, -0.09430588781833649, -0.015181360766291618, -0.05157860741019249, 0.02907963003963232, -0.03940265253186226, -0.08175188675522804, -0.10987766366451979, -0.07889088615775108, -0.08186494372785091, -0.0856378898024559, -0.04101063497364521, 0.09214252233505249, -0.07615125551819801, 0.048380469903349876, -0.04007230885326862, -0.07299922034144402, 0.015672320500016212, -0.11877912655472755, -0.01288546435534954, -0.04182380996644497, -0.00361071340739727, -0.08804214745759964, -0.01941077411174774, -0.055354087613523006, -0.03528549801558256, -0.09234595764428377, -0.02416201075538993, 0.13277368899434805, -0.06410174071788788, -0.035275151021778584, -0.0116509310901165, -0.03822917025536299, -0.061463259160518646, -0.016303404234349728, -0.11528605315834284, -0.043770067393779755, 0.055531290359795094, -0.06359177175909281, -0.03927821945399046, -0.04032223951071501, -0.0941088143736124, -0.12288237269967794, -0.04353638272732496, -0.010555790737271309, -0.028352982364594936, 0.02078794129192829, -0.06266065873205662, -0.06793538201600313, -0.024414545856416225, -0.05698438920080662, -0.157271271571517, -0.11428079195320606, -0.01963759120553732, 0.04357354901731014, -0.06530063040554523, -0.043606786988675594, -0.06593058817088604, -0.08094748295843601, -0.0586796160787344, -0.02539777383208275, -0.09987195767462254, -0.0644113002344966, -0.04614747874438763, -0.036625600419938564, -0.07712695002555847, -0.04893955867737532, -0.04960678983479738, -0.09242228884249926, -0.09537677560001612, 0.01899633277207613, -0.05779107892885804, -0.018153420882299542, -0.03330897260457277, -0.12454298883676529, -0.052719601429998875, -0.09940268844366074, -0.017400359734892845, -0.05049711652100086, -0.10302970744669437, -0.03450688160955906, -0.04675477556884289, -0.048794759437441826, -0.07282062713056803, -0.04467952065169811, -0.11257162317633629, 0.02137293666601181]"
430,"[0.06052229437693768, -0.03981407452374697, -0.04061223939061165, 0.02400044444948435, -0.033078934997320175, -0.11416966188699007, -0.10419171117246151, 0.008132854010909796, -0.05996358580887318, -0.12170400470495224, -0.049869874492287636, -0.11730365734547377, -0.10464715212583542, -0.060169016011059284, -0.06566509138792753, -0.02586516016162932, -0.14179135859012604, 1.9709579646587372e-05, -0.1063829343765974, -0.02563369192648679, -0.01087299405480735, 0.268193231895566, -0.029280655086040497, 0.1385912336409092, -0.17779410909861326, -0.12733535654842854, -0.14578613452613354, -0.06252596341073513, -0.054842690005898476, 0.02368553401902318, -0.054087668657302856, -0.09262783080339432, -0.0745147792622447, -0.09016075357794762, -0.032383274752646685, -0.0880353506654501, -0.11229974217712879, -0.016751889139413834, 0.29150309320539236, -0.15947678498923779, -0.08988513052463531, -0.10195230226963758, -0.0061863717855885625, -0.018321233335882425, -0.10413414426147938, -0.09404160734266043, -0.01824709610082209, -0.040211777202785015, -0.08947819285094738, 0.03858398413285613, -0.01949799805879593, -0.06420447118580341, -0.05887030065059662, -0.05935590993613005, -0.03579657757654786, -0.0005383670941228047, -0.0017263962799916044, 0.06925697112455964, -0.027144624385982752, -0.14832725934684277, 0.0077129334677010775, -0.02839729329571128, -0.11852036044001579, -0.06351020000874996, -0.0027311514131724834, -0.045707955956459045, -0.1385670294985175, -0.017158493865281343, 0.0435054344125092, -0.05902400892227888, -0.005573262460529804, -0.036047521978616714, -0.0532147279009223, 0.004412320675328374, -0.04203063156455755, -0.06087643653154373, -0.10647179000079632, 0.14756056433543563, -0.10477744229137897, -0.14194157533347607, -0.12267973460257053, -0.08513603173196316, -0.05558671895414591, -0.09150781482458115, -0.026787301059812307, -0.10430031083524227, -0.10075050313025713, -0.006009226723108441, 0.23837106488645077, -0.0564690325409174, -0.14954937249422073, -0.13693059794604778, -0.1345535758882761, -0.14965766109526157, -0.12284275703132153, -0.08530714549124241, -0.1464210655540228, -0.07037265785038471, -0.1345838736742735, -0.0937337689101696, -0.09817380085587502, -0.11044380627572536, -0.1045956127345562, -0.1198301650583744, -0.10894015058875084, -0.12390227243304253, -0.11341339908540249, -0.13418146409094334, -0.12318447604775429, -0.1076853834092617, -0.11377492174506187, -0.12585311941802502, -0.13658780232071877, -0.09517964906990528, -0.15135385654866695, -0.0825764718465507, -0.01091629231814295, 0.05365545488893986, -0.05694643221795559, -0.1395189929753542, -0.15751146711409092, -0.13584363274276257, -0.14609017968177795, -0.10035588778555393]"
9,"[-0.21142258495092392, -0.16320855543017387, -0.14683196134865284, -0.14239378459751606, -0.12352393195033073, -0.11089450307190418, -0.09743960294872522, -0.08548590634018183, -0.03864121437072754, -0.022598683834075928, -0.022120778914541006, -0.025380881037563086, -0.02332211146131158, -0.01984904706478119, -0.01381091633811593, -0.013746659271419048, -0.01491440855897963, -0.012525176163762808, -0.015494247898459435, -0.015540654305368662, -0.02265797881409526, -0.014574781293049455, -0.014358201995491982, -0.01555289002135396, -0.017995229456573725, -0.021857441868633032, -0.008621889166533947, -0.038000392727553844, -0.06348482519388199, -0.05679156072437763, -0.049445242155343294, -0.019727819017134607, -0.0050580521347001195, -0.00436743488535285, -0.004137015319429338, -0.004170105559751391, -0.004375311895273626, -0.004734638729132712, -0.005235196906141937, -0.005901967640966177, -0.01473679207265377, -0.005513882380910218, -0.005127852316945791, -0.00518936722073704, -0.0055688630091026425, -0.006231773993931711, -0.028576759854331613, -0.0056338016875088215, -0.04225599567871541, -0.0033929310156963766, -0.002776777371764183, -0.0025295860250480473, -0.0024751045857556164, -0.002530210476834327, -0.002673364186193794, -0.0028848462970927358, -0.003170359297655523, -0.0035388442338444293, -0.004014107747934759, -0.004634457756765187, -0.0054374426836147904, -0.006524678086861968, -0.008047165581956506, -0.010259719332680106, -0.01365012489259243, -0.01915492909029126, -0.013790953904390335, -0.03627181425690651, -0.03483619820326567, -0.048350222408771515, -0.1298411339521408, -0.06741334963589907, -0.025953649543225765, -0.024687366094440222, -0.022784543689340353, -0.05266394978389144, -0.02447586040943861, -0.02740220306441188, -0.02208603359758854, -0.023077721241861582, -0.027369679417461157, -0.035504668951034546, -0.025332510471343994, -0.05882151797413826, -0.08278996217995882, -0.05769264278933406, -0.0531010115519166, -0.019261457957327366, -0.018605908378958702, -0.02093819761648774, -0.026229743380099535, -0.03563563618808985, -0.01796045806258917, -0.07308941148221493, -0.07986446563154459, -0.02213182207196951, -0.05917397374287248, -0.013565548928454518, -0.012601950205862522, -0.013123896671459079, -0.014697605278342962, -0.01730255503207445, -0.0022073090076446533, -0.024930137675255537, -0.02998447371646762, -0.03353989962488413, -0.033286609686911106, -0.032546451315283775, -0.03343377821147442, -0.03686188440769911, -0.035434044897556305, -0.033536660484969616, -0.039506289176642895, -0.04225001484155655, -0.043017491698265076, -0.061508266255259514, -0.0839223712682724, -0.032905133441090584, -0.03332725167274475, -0.03803407121449709, -0.06236021500080824, -0.023065632674843073, -0.019799909088760614, -0.02326533431187272]"
50,"[-0.12430958822369576, -0.07763056643307209, -0.15706774033606052, -0.1217857375741005, -0.11732879094779491, -0.10207097046077251, -0.0778280682861805, -0.07459011115133762, -0.08651212602853775, -0.07520248740911484, -0.10448916628956795, -0.09552297927439213, -0.07432157918810844, -0.08291147835552692, -0.07413102313876152, -0.11351677775382996, -0.12854128144681454, -0.16132042184472084, -0.10907291620969772, -0.12088819220662117, -0.13925140723586082, -0.13947061076760292, -0.11803505569696426, -0.10790291987359524, -0.0650369031354785, -0.07484040036797523, -0.0504949102178216, -0.03692162875086069, -0.03561754012480378, -0.025988729670643806, -0.03713057283312082, -0.021539962850511074, -0.02280770894140005, -0.036689688451588154, 0.044545700773596764, -0.07476260140538216, -0.12618714198470116, -0.061542194336652756, -0.027836997993290424, -0.026195805054157972, -0.0292841880582273, -0.01536810677498579, -0.05419772211462259, -0.038786222226917744, -0.04565008170902729, -0.062280332669615746, -0.027893630787730217, -0.11330757290124893, -0.09520883485674858, -0.07864041440188885, -0.05386795196682215, -0.0325708482414484, -0.06880460865795612, -0.03608325216919184, -0.04147930536419153, -0.039117779582738876, -0.05415340606123209, -0.05817065015435219, -0.07428987137973309, -0.05634301621466875, -0.046949014998972416, -0.05966611113399267, -0.06779535114765167, -0.10887598991394043, -0.09327891282737255, -0.08032347448170185, -0.06399225909262896, -0.04915332701057196, -0.06127921584993601, -0.026710542384535074, -0.03169311722740531, -0.023336858488619328, -0.0604658043012023, -0.04625171050429344, -0.03722989559173584, -0.013154752552509308, -0.053549631498754025, -0.0425906740128994, -0.04924619384109974, -0.04961988050490618, -0.061691418290138245, -0.07248941622674465, -0.08031582832336426, -0.08574331924319267, -0.08378777652978897, -0.0963017325848341, -0.1107587218284607, -0.05449790507555008, -0.05579182878136635, -0.04614421725273132, -0.04489229433238506, -0.04045492969453335, -0.042417275719344616, -0.03248786460608244, -0.06058248691260815, -0.061559950932860374, -0.0502544641494751, -0.08520025946199894, -0.11686192266643047, -0.06903649214655161, -0.04424707405269146, -0.03775510564446449, -0.04432436730712652, -0.06217877101153135, -0.07160240318626165, -0.05187479127198458, -0.0594258951023221, -0.035007307305932045, -0.03829389624297619, -0.05519370920956135, -0.02545277401804924, -0.08437933214008808, -0.13073950819671154, -0.10264059528708458, -0.06769491452723742, -0.038555825129151344, -0.034045434556901455, -0.04095572326332331, -0.04502165224403143, -0.050638857297599316, -0.051857524551451206, -0.04718695022165775, -0.07538127526640892, -0.06904056295752525]"
160,"[-0.010482149489689618, -0.003950392041588202, -0.026126387994736433, -0.09851783700287342, -0.062440075911581516, -0.0416691112332046, -0.03585505485534668, -0.06341446004807949, -0.08610512409359217, -0.019421513192355633, -0.01786859892308712, -0.095950648188591, -0.10152681544423103, -0.1290881745517254, -0.12447799369692802, -0.1727935280650854, -0.036613418720662594, -0.1117139384150505, -0.18482023291289806, -0.0769175048917532, -0.016558202682062984, 0.3148994045332074, -0.1615048237144947, -0.13856209255754948, -0.03356237290427089, 0.16980469971895218, -0.15874539129436016, -0.19259066507220268, -0.10191913228482008, -0.029493406880646944, 0.0735338581725955, -0.09079748811200261, 0.06942061427980661, -0.019749443046748638, 0.1743628908880055, 0.148249177262187, -0.17763719148933887, -0.17731436528265476, -0.1248457645997405, -0.0068810038501396775, -0.015261700842529535, 0.006348790600895882, -0.17103330604732037, -0.20260433293879032, -0.1275096870958805, -0.06591418012976646, -0.003414369886741042, -0.007154201855883002, -0.01971935387700796, -0.0665955189615488, -0.20552880689501762, -0.008164148777723312, -0.18772191740572453, -0.12933609262108803, -0.020769248716533184, 0.02772174123674631, -0.05863723158836365, -0.15238188952207565, -0.15547033585608006, -0.03962994460016489, 0.09497405029833317, -0.16452797502279282, -0.13359883893281221, -0.006745106424205005, -0.013568862923420966, 0.33283282816410065, -0.1427399106323719, -0.10459123644977808, 0.15689309127628803, -0.17756346240639687, -0.07904863730072975, -0.02089997718576342, -0.01146916882134974, 0.261694154702127, -0.12833407800644636, -0.023918035090900958, -0.01938805216923356, 0.2551957657560706, -0.16709564067423344, -0.12752564903348684, -0.03375125816091895, -0.03586467122659087, 0.2410261332988739, -0.2194027453660965, -0.17646389454603195, -0.10980539210140705, -0.011987474281340837, -0.07749758521094918, 0.24296186678111553, -0.1954460572451353, -0.14691299386322498, -0.10565803665667772, -0.010696558514609933, -0.031033208360895514, 0.09059606865048409, -0.18254606425762177, -0.1686355359852314, -0.04746020585298538, -0.03890524245798588, 0.058706654235720634, -0.17255249805748463, -0.04332312662154436, -0.04331059427931905, -0.06236613914370537, -0.1381442155689001, -0.228131340816617, -0.15121136419475079, -0.06881088204681873, -0.08230001665651798, -0.1332933008670807, -0.023972058203071356, -0.009534334763884544, -0.04284474765881896, -0.029185280203819275, 0.09570363815873861, -0.09159173723310232, -0.020027633290737867, -0.04288715356960893, -0.05325648561120033, -0.18653791397809982, -0.05507471226155758, 0.029603008180856705, -0.08270872477442026, -0.05709729576483369]"
118,"[-1.9949028597920915e-05, -0.002904487064370187, -0.027342057786881924, -0.043515224009752274, -0.1459545660763979, 0.024193530902266502, -0.09367739968001842, -0.008111545001156628, -0.012681350228376687, 0.05169188417494297, -0.11399445310235023, -0.02668686956167221, -0.02548636496067047, 0.07564551569521427, -0.10914036259055138, -0.09666580706834793, -0.0795408533886075, -0.049397487193346024, -0.1109166257083416, -0.10382474958896637, -0.07217414863407612, -0.04611468967050314, -0.06513729132711887, -0.16448775306344032, -0.03934590611606836, 0.1639491179957986, -0.12954433262348175, -0.09162170067429543, -0.10385694913566113, -0.06706956587731838, -0.07352010533213615, -0.0072844852693378925, -0.024062249809503555, 0.05421811621636152, -0.1012273533269763, -0.03726690961048007, -0.03661223920062184, -0.01360781118273735, -0.08080754801630974, -0.06582994014024734, -0.05203048698604107, -0.05877371598035097, -0.02551713725551963, -0.03323987498879433, -0.025794830173254013, -0.019564760848879814, 0.019604085944592953, -0.09971687849611044, -0.017692408990114927, -0.02892681024968624, -0.03885374637320638, 0.03386711236089468, -0.015488228062167764, -0.038452559150755405, -0.01503320038318634, -0.12423370778560638, -0.08218908309936523, -0.03487367881461978, -0.031800125259906054, -0.014899757923558354, 0.03521008789539337, -0.04021981917321682, -0.02946707233786583, -0.07024173252284527, -0.10882884077727795, -0.12481134943664074, -0.032767306780442595, -0.02031421079300344, 0.22254484985023737, -0.07152384519577026, -0.1142980083823204, -0.059072365052998066, -0.06181748164817691, -0.009943502838723361, 0.0009141822811216116, -0.03145408630371094, -0.011256382800638676, -0.08559332974255085, -0.10702666454017162, -0.06741544976830482, -0.03408652707003057, -0.018557439325377345, 0.0700902696698904, -0.0644976943731308, -0.12587296962738037, -0.14599297009408474, -0.100107884965837, -0.02589906333014369, -0.025700001046061516, -0.049315210431814194, -0.046505157835781574, -0.05532556772232056, -0.14797496609389782, -0.02890388574451208, -0.023771354230120778, 0.0012861965224146843, -0.008275286760181189, -0.018654560204595327, -0.017030886374413967, -0.039931267499923706, -0.10566728375852108, -0.1254057977348566, -0.038885507732629776, -0.03420599736273289, -0.028906721621751785, 0.023086300119757652, -0.10075021348893642, -0.04661599267274141, -0.05795924458652735, -0.06572892423719168, -0.02595872525125742, -0.023744706995785236, -0.03078852966427803, 0.0423151096329093, -0.13012748025357723, -0.08574390038847923, -0.050368300173431635, -0.03102198988199234, -0.0265987953171134, -0.06711181160062551, -0.021633127704262733, -0.05306082218885422, -0.08173344284296036, -0.08817509654909372]"
221,"[-1.1425472692394578e-06, -7.988893457877566e-07, 1.4241776931100958e-06, 1.047923355201874e-06, 1.8536638890509494e-10, -2.965611344052377e-06, -1.4230697442663143e-07, -2.6829549355511517e-06, -9.134421148360161e-07, 1.142918096386225e-06, 2.5257365621200734e-07, 8.244057312367659e-07, 1.0143953943497763e-06, -1.3784684282924786e-08, -6.843369533271471e-07, -1.0412302131612705e-07, -4.980724872538644e-07, 2.513388608349487e-09, 1.5152498633597133e-07, -1.5132141786278197e-06, -7.618345421178674e-08, -1.133234619032919e-06, 1.2963866602433427e-07, 1.090763468658551e-06, -5.800291908997224e-07, -3.7700097621495843e-07, -1.1793354275368984e-06, 2.749245908706399e-07, -2.9318226779651013e-07, -2.804959336799584e-06, -1.0866690935973367e-06, 4.611888648753393e-07, 6.809809462993144e-07, -2.595412070149905e-06, -2.9176498941296813e-06, -4.35886116090245e-08, 3.9040760668740404e-07, -1.7511931016400695e-08, 3.866817888109608e-07, -1.6408076817242545e-06, 8.597925180708899e-07, 2.033258397204918e-06, 8.495472840763796e-07, -1.8363875349258763e-06, 1.2262660511463963e-06, 1.6868040404460771e-06, -1.9788832599232364e-06, 1.1904053280886728e-06, 9.538468077607831e-07, 1.1565183655193323e-07, 3.5126760877801644e-07, -2.26669916969513e-06, 7.924077038978794e-08, -2.933367696300593e-06, -8.789562041755516e-05, -0.006070619681850076, -0.06559333554469049, 0.008998770150355995, -0.07992691826075315, -0.15569021180272102, 0.007344674784690142, -0.10534493066370487, -4.8164285772145377e-05, -6.028275265634875e-07, -2.708018115527011e-06, -3.5148343968671725e-07, -9.70285668699944e-07, 1.1242027113667064e-06, -4.97983911884603e-07, 1.6467078207682562e-06, 1.966116315088584e-06, -8.716165282862676e-07, -1.3740965485453671e-06, 2.0429130582755306e-06, 4.368524004760843e-07, 6.355432446980558e-07, -1.1986236359007307e-06, -1.4334173954466678e-06, 1.0542772201915795e-06, -5.223432344436674e-07, -2.1922148789599305e-06, -2.572305390913243e-06, 7.669747219551937e-07, 1.9264227262283384e-06, -2.0568325087566564e-06, -1.0568797961241216e-06, 5.9434285049064783e-08, -5.56855411559809e-07, -6.126665823558142e-07, -3.719403007806932e-08, 2.6218700810431983e-07, 8.724973667995073e-07, -6.859716661367088e-07, -2.406176733416032e-07, 3.856856283235288e-07, 8.956473607213411e-07, -6.663576499477131e-07, -1.8574289697426138e-06, -1.7692243261535623e-06, -1.9132299939883524e-06, 2.209664806684941e-08, -1.5007515230536228e-07, 7.309776677288937e-07, 9.858087048897346e-07, -6.377835291004885e-07, 4.213420083942765e-07, -4.0782316546028596e-07, 5.463472625422128e-07, -6.578761500009023e-07, -2.319138587836278e-06, -6.778202532586874e-08, 2.457329486560411e-07, 2.031580663697241e-06, -6.538390451282794e-07, -9.467208315072639e-07, 3.3197132154327846e-07, 1.7034034840435197e-06, -1.3696111125227617e-06, 5.394223956400879e-07, 2.8086977188479523e-08, -2.5930277729457885e-06, 1.1474917016585096e-08, 1.12985928168996e-06, -1.0944157580183855e-08]"
381,"[-0.02126425618189387, -0.04723560577258468, -0.13698376528918743, -0.017641165293753147, -0.06947385892271996, -0.0015732182946521789, 0.058896850096061826, -0.01233129482716322, -0.09466731641441584, 0.0475432020612061, -0.07069490756839514, -0.13710420578718185, -0.11775922030210495, 0.04100183490663767, -0.0648670606315136, -0.1133227925747633, -0.0026904717087745667, 0.36225197836756706, -0.08111015148460865, 0.04722603224217892, -0.09648389182984829, 0.028707942459732294, -0.022749137482605875, 0.026837122160941362, -0.10185425542294979, 0.3334492268040776, -0.05427613202482462, -0.09580338187515736, -0.08901888225227594, -0.09641239326447248, 0.014795801602303982, 0.8557589603587985, -0.016350002959370613, -0.08482215367257595, -0.10341198369860649, -0.029259506263770163, -0.01063070958480239, -0.0256553873186931, -0.06606636382639408, -0.02516747056506574, -0.03045840561389923, -0.001112213358283043, -0.09155791066586971, 0.24022630229592323, -0.013582608662545681, 0.13724495563656092, -0.10061169415712357, -0.04715831018984318, -0.08511318173259497, -0.04851486813277006, -0.01697271387092769, -0.10520235914736986, -0.11777457408607006, -0.03675891878083348, 0.29051617020741105, -0.09554903581738472, -0.048991164192557335, -0.08618285693228245, -0.0713461535051465, -0.09038644656538963, -0.044730250257998705, -0.044771501794457436, -0.06418086122721434, -0.015555022284388542, -0.14620086550712585, -0.0682022301480174, -0.10070535261183977, 0.005439006723463535, -0.04410998895764351, -0.09717949479818344, -0.0750689571723342, -0.07503039669245481, -0.022893249057233334, -0.04733715602196753, 0.1295670811086893, -0.00731765222735703, 0.04704109625890851, -0.1630914770066738, -0.18982231058180332, -0.10733052901923656, 0.010157300159335136, -0.007398441433906555, -0.13508032634854317, 0.12636149115860462, -0.14061802718788385, -0.0956861674785614, -0.08067196328192949, -0.07458904385566711, -0.019131688750348985, -0.09572990797460079, -0.029691457748413086, -0.04181997897103429, -0.10785169899463654, 0.010075455531477928, -0.03719498962163925, -0.135621665045619, 0.018425471149384975, -0.1271825060248375, -0.12590432353317738, -0.10520741995424032, 0.09972603525966406, -0.10129113402217627, 0.0004414329305291176, -0.040644219145178795, -0.13810410909354687, -0.0813797889277339, -0.024058572482317686, -0.03728330321609974, -0.006860875990241766, -0.06048436742275953, -0.18647080101072788, -0.11527165211737156, 0.12242793012410402, -0.13444000855088234, -0.08608638681471348, -0.068357246927917, -0.02031847310718149, -0.09570047445595264, -0.02429885370656848, -0.029826981015503407, -0.007890428532846272, 0.6569167342968285, -0.14742600731551647, -0.044860984198749065]"
