t_pre,t_test,t_train,t_train_end,t_train_HDV_end,t_train_CAV_end,t_dynamic,t_dynamic_start,t_dynamic_end,t_dynamic_HDV,t_dynamic_CAV,t_dynamic_HDV_start,t_dynamic_CAV_start,t_CAV,t_CAV_dynamic_end,t_HDV_pre,t_HDV_test,t_HDV_dynamic_end,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl,switch_cost,switch_cost_hdv,switch_cost_cav,dynamic_recovery,dynamic_volatility,dynamic_volatility_hdv,dynamic_volatility_cav,dynamic_instability_humans,dynamic_instability_CAVs,dynamic_time_excess,switches_hdv_to_cav,switches_cav_to_hdv,switches_total,switch_events,switch_events_with_changes,switches_per_event,switches_per_agent,switches_per_agent_hdv_to_cav,switches_per_agent_cav_to_hdv,switch_churn_hdv_to_cav,switch_churn_cav_to_hdv,switch_churn_total,machine_ratio_start,machine_ratio_end,machine_ratio_delta,machine_ratio_avg,machine_ratio_min,machine_ratio_max,machine_ratio_std
4.934684317718941,5.5363255261371345,5.073181262729124,5.043001357773252,4.885806615776081,5.673384353741498,5.288776985743381,5.1194568906992535,5.476537678207738,4.914023483560839,5.832283984060769,4.912038732095003,5.755015665296152,6.118734217171717,6.039660379066669,4.934684317718941,4.858986784140969,4.882730708122909,0.7941163338169892,0.8064877706029723,1.0155788720860566,26.881200000000003,26.3682,2.146443,2.276547,0.0,3.6910386965376785,3.3554283290924514,5.036904761904762,110.55074677528852,-0.10098507097405776,0.5763738576238577,-0.0010315682280293004,0.2457756279701281,0.02821686778475699,0.1588996303192715,-0.35708078750848526,0.16868630136272275,0.07475106717866892,0.26091435608295865,0.5537415657161833,0.3153140917690795,173.8595,166,0,166,99,84,1.9761904761904763,0.3380855397148676,0.4223918575063613,0.0,166,0,166,0.2016293279022403,0.5376782077393075,0.3360488798370672,0.3922318912135613,0.2016293279022403,0.5376782077393075,0.10316105204424385
