t_pre,t_test,t_train,t_train_end,t_train_HDV_end,t_train_CAV_end,t_dynamic,t_dynamic_start,t_dynamic_end,t_dynamic_HDV,t_dynamic_CAV,t_dynamic_HDV_start,t_dynamic_CAV_start,t_CAV,t_CAV_dynamic_end,t_HDV_pre,t_HDV_test,t_HDV_dynamic_end,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl,switch_cost,switch_cost_hdv,switch_cost_cav,dynamic_recovery,dynamic_volatility,dynamic_volatility_hdv,dynamic_volatility_cav,dynamic_instability_humans,dynamic_instability_CAVs,dynamic_time_excess,switches_hdv_to_cav,switches_cav_to_hdv,switches_total,switch_events,switch_events_with_changes,switches_per_event,switches_per_agent,switches_per_agent_hdv_to_cav,switches_per_agent_cav_to_hdv,switch_churn_hdv_to_cav,switch_churn_cav_to_hdv,switch_churn_total,machine_ratio_start,machine_ratio_end,machine_ratio_delta,machine_ratio_avg,machine_ratio_min,machine_ratio_max,machine_ratio_std
3.3713138138138135,3.4832282282282288,3.44130518018018,3.4466351351351343,3.3083333333333327,4.006128787878788,3.4737060810810814,3.4530195195195197,3.477222222222222,3.280169476951512,3.8102765117756134,3.3008895355871295,3.934469368240999,3.756574858757062,3.730675192206202,3.371313813813814,3.1730849358974362,3.2311179898987374,0.8446750178558441,0.8974435331575639,1.0624719734646224,29.415599999999998,29.1456,1.619825,1.662202,0.0,3.018918918918919,2.798876404494382,3.9090909090909087,36.71501501501502,-0.001932997557997558,0.1661655905299973,-0.00019369369374544476,0.02707094594594679,-0.028163856381821024,-0.19585227610317446,-0.02420270270270256,0.10522395294382184,0.1295850874135589,0.13886286715962443,0.6715003395251782,0.3143984713402182,22.731083333333334,75,1,76,99,57,1.3333333333333333,0.34234234234234234,0.42134831460674155,0.022727272727272728,75,1,76,0.2072072072072072,0.5315315315315315,0.32432432432432434,0.37587587587587584,0.2072072072072072,0.5315315315315315,0.09747329688985447
